accession,spec count,peptide num,avg int m/z_126.127726,avg int m/z_127.124761,avg int m/z_127.131081,avg int m/z_128.128116,avg int m/z_128.134436,avg int m/z_129.131471,avg int m/z_129.13779,avg int m/z_130.134825,avg int m/z_130.141145,avg int m/z_131.13818,avg int m/z_131.1445,avg int m/z_132.141535,avg int m/z_132.147855,avg int m/z_133.14489,avg int m/z_133.15121,avg int m/z_134.148245,norm int m/z_126.127726,norm int m/z_127.124761,norm int m/z_127.131081,norm int m/z_128.128116,norm int m/z_128.134436,norm int m/z_129.131471,norm int m/z_129.13779,norm int m/z_130.134825,norm int m/z_130.141145,norm int m/z_131.13818,norm int m/z_131.1445,norm int m/z_132.141535,norm int m/z_132.147855,norm int m/z_133.14489,norm int m/z_133.15121,norm int m/z_134.148245,description
F2Z429,1,1,696,569,581,381,779,475,687,428,293,672,611,330,707,599,476,573,848,699,985,283,591,563,887,510,399,444,695,264,1038,556,302,594,Tudor domain-containing protein 6 OS=Mus musculus OX=10090 GN=Tdrd6 PE=1 SV=2
E9PZ50,1,1,696,569,581,381,779,475,687,428,293,672,611,330,707,599,476,573,848,699,985,283,591,563,887,510,399,444,695,264,1038,556,302,594,Tudor domain-containing protein 6 OS=Mus musculus OX=10090 GN=Tdrd6 PE=1 SV=2
A0A3B2W3Z0,1,1,696,569,581,381,779,475,687,428,293,672,611,330,707,599,476,573,848,699,985,283,591,563,887,510,399,444,695,264,1038,556,302,594,Tudor domain-containing protein 6 OS=Mus musculus OX=10090 GN=Tdrd6 PE=1 SV=1
Q9ERC8,1,1,0,0,0,0,0,0,793,0,0,569,0,0,0,0,0,304,NA,NA,NA,NA,NA,NA,1023,NA,NA,376,NA,NA,NA,NA,NA,315,Cell adhesion molecule DSCAM OS=Mus musculus OX=10090 GN=Dscam PE=1 SV=1
Q8VI59,1,1,327,0,392,601,801,392,432,515,0,1143,472,496,556,344,238,295,398,NA,664,447,608,464,557,614,NA,756,537,397,816,319,151,305,Pecanex-like protein 3 OS=Mus musculus OX=10090 GN=Pcnx3 PE=1 SV=2
Reverse_sp|O35134|RPA1_MOUSE,1,1,1197,1048,875,1038,1013,818,999,1082,748,1438,1000,1362,644,774,1340,873,1458,1289,1483,772,769,970,1289,1291,1020,952,1137,1092,945,719,852,905,DNA-directed RNA polymerase I subunit RPA1 OS=Mus musculus OX=10090 GN=Polr1a PE=1 SV=2
Reverse_tr|A0A0U1RPM9|A0A0U1RPM9_MOUSE,1,1,1197,1048,875,1038,1013,818,999,1082,748,1438,1000,1362,644,774,1340,873,1458,1289,1483,772,769,970,1289,1291,1020,952,1137,1092,945,719,852,905,DNA-directed RNA polymerase (Fragment) OS=Mus musculus OX=10090 GN=Polr1a PE=1 SV=1
Q811P8-2,1,1,0,290,0,0,0,0,0,0,0,0,338,0,0,322,0,0,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,299,NA,NA,Isoform 2 of Rho GTPase-activating protein 32 OS=Mus musculus OX=10090 GN=Arhgap32
Q811P8,1,1,0,290,0,0,0,0,0,0,0,0,338,0,0,322,0,0,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,299,NA,NA,Rho GTPase-activating protein 32 OS=Mus musculus OX=10090 GN=Arhgap32 PE=1 SV=2
P58871,1,1,1172,1479,767,5494,2260,1709,1379,2076,755,2408,3284,2376,1246,2674,1853,1763,1428,1819,1300,4088,1717,2026,1780,2477,1030,1594,3736,1906,1829,2484,1179,1827,182 kDa tankyrase-1-binding protein OS=Mus musculus OX=10090 GN=Tnks1bp1 PE=1 SV=2
Z4YJL4,1,1,1172,1479,767,5494,2260,1709,1379,2076,755,2408,3284,2376,1246,2674,1853,1763,1428,1819,1300,4088,1717,2026,1780,2477,1030,1594,3736,1906,1829,2484,1179,1827,Tankyrase 1 binding protein 1 OS=Mus musculus OX=10090 GN=Tnks1bp1 PE=1 SV=1
A0A571BEG9,1,1,1172,1479,767,5494,2260,1709,1379,2076,755,2408,3284,2376,1246,2674,1853,1763,1428,1819,1300,4088,1717,2026,1780,2477,1030,1594,3736,1906,1829,2484,1179,1827,Tankyrase 1 binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Tnks1bp1 PE=1 SV=1
Reverse_sp|E9Q3S4|M3K19_MOUSE,1,1,5199,4422,5893,8371,4992,4852,4400,5411,3721,5492,4324,4401,6308,4470,6694,3987,6336,5440,9992,6228,3793,5754,5681,6457,5077,3636,4920,3531,9263,4152,4260,4133,Mitogen-activated protein kinase kinase kinase 19 OS=Mus musculus OX=10090 GN=Map3k19 PE=3 SV=1
Reverse_tr|A0A140LHL6|A0A140LHL6_MOUSE,1,1,5199,4422,5893,8371,4992,4852,4400,5411,3721,5492,4324,4401,6308,4470,6694,3987,6336,5440,9992,6228,3793,5754,5681,6457,5077,3636,4920,3531,9263,4152,4260,4133,Mitogen-activated protein kinase kinase kinase 19 OS=Mus musculus OX=10090 GN=Map3k19 PE=3 SV=1
Reverse_tr|A0A087WS76|A0A087WS76_MOUSE,1,1,5199,4422,5893,8371,4992,4852,4400,5411,3721,5492,4324,4401,6308,4470,6694,3987,6336,5440,9992,6228,3793,5754,5681,6457,5077,3636,4920,3531,9263,4152,4260,4133,Mitogen-activated protein kinase kinase kinase 19 (Fragment) OS=Mus musculus OX=10090 GN=Map3k19 PE=3 SV=2
Q9WTL4,3,3,3511,2787.33,2590.67,20816.67,4845,3917,1351.67,4389.67,3041.33,4699.67,11295.33,6871.33,5175.67,4146.67,23255.67,9286,4279,3428.33,4392,15489,3681,4645,1744.67,5237.67,4149.67,3111,12852.67,5513,7600.67,3852,14800,9627.33,Insulin receptor-related protein OS=Mus musculus OX=10090 GN=Insrr PE=1 SV=2
Reverse_sp|O55196|ENAM_MOUSE,1,1,2567,2954,2060,4243,4333,1504,2687,4562,2992,1559,5920,6086,2009,5436,7794,4939,3128,3634,3493,3157,3292,1783,3469,5443,4082,1032,6736,4883,2950,5050,4960,5120,Enamelin OS=Mus musculus OX=10090 GN=Enam PE=1 SV=1
Reverse_tr|A0A0G2JEP7|A0A0G2JEP7_MOUSE,1,1,2567,2954,2060,4243,4333,1504,2687,4562,2992,1559,5920,6086,2009,5436,7794,4939,3128,3634,3493,3157,3292,1783,3469,5443,4082,1032,6736,4883,2950,5050,4960,5120,Enamelin OS=Mus musculus OX=10090 GN=Enam PE=1 SV=1
Reverse_sp|Q9Z277-2|BAZ1B_MOUSE,1,1,1805,2760,1706,2412,1951,2651,722,4156,1646,1743,4877,5263,3672,4787,6695,3645,2200,3395,2892,1794,1482,3144,932,4959,2245,1153,5549,4223,5392,4447,4260,3779,Isoform 2 of Tyrosine-protein kinase BAZ1B OS=Mus musculus OX=10090 GN=Baz1b
Reverse_sp|Q9Z277|BAZ1B_MOUSE,1,1,1805,2760,1706,2412,1951,2651,722,4156,1646,1743,4877,5263,3672,4787,6695,3645,2200,3395,2892,1794,1482,3144,932,4959,2245,1153,5549,4223,5392,4447,4260,3779,Tyrosine-protein kinase BAZ1B OS=Mus musculus OX=10090 GN=Baz1b PE=1 SV=2
Q05920,1,1,4872,3531,2838,3327,3921,3960,3864,3710,5043,4850,4404,6227,5314,3976,4487,5152,5938,4343,4812,2475,2979,4696,4989,4427,6881,3211,5011,4996,7804,3693,2855,5341,"Pyruvate carboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Pc PE=1 SV=1"
G5E8R3,1,1,4872,3531,2838,3327,3921,3960,3864,3710,5043,4850,4404,6227,5314,3976,4487,5152,5938,4343,4812,2475,2979,4696,4989,4427,6881,3211,5011,4996,7804,3693,2855,5341,Pyruvate carboxylase OS=Mus musculus OX=10090 GN=Pcx PE=1 SV=1
E9QPD7,1,1,4872,3531,2838,3327,3921,3960,3864,3710,5043,4850,4404,6227,5314,3976,4487,5152,5938,4343,4812,2475,2979,4696,4989,4427,6881,3211,5011,4996,7804,3693,2855,5341,Pyruvate carboxylase OS=Mus musculus OX=10090 GN=Pcx PE=1 SV=1
Reverse_sp|A2AIV2-2|VIR_MOUSE,1,1,296,289,421,999,833,0,964,1097,0,805,694,1020,59,14017,352,3331,360,355,713,743,632,NA,1244,1309,NA,532,789,818,86,13022,224,3453,Isoform 2 of Protein virilizer homolog OS=Mus musculus OX=10090 GN=Virma
Reverse_tr|E9PZY8|E9PZY8_MOUSE,1,1,296,289,421,999,833,0,964,1097,0,805,694,1020,59,14017,352,3331,360,355,713,743,632,NA,1244,1309,NA,532,789,818,86,13022,224,3453,Vir like m6A methyltransferase associated OS=Mus musculus OX=10090 GN=Virma PE=1 SV=1
Reverse_sp|A2AIV2|VIR_MOUSE,1,1,296,289,421,999,833,0,964,1097,0,805,694,1020,59,14017,352,3331,360,355,713,743,632,NA,1244,1309,NA,532,789,818,86,13022,224,3453,Protein virilizer homolog OS=Mus musculus OX=10090 GN=Virma PE=1 SV=1
E9Q401,1,1,652,551,227,880,1901,0,1155,656,470,872,788,1018,964,1032,1116,657,794,677,384,654,1444,NA,1491,782,641,577,896,816,1415,958,710,681,Ryanodine receptor 2 OS=Mus musculus OX=10090 GN=Ryr2 PE=1 SV=1
Q9QXS1-10,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1D of Plectin OS=Mus musculus OX=10090 GN=Plec
E9Q3W4,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Plectin OS=Mus musculus OX=10090 GN=Plec PE=1 SV=1
Q9QXS1,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Plectin OS=Mus musculus OX=10090 GN=Plec PE=1 SV=3
Q9QXS1-9,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,"Isoform PLEC-1D,2A of Plectin OS=Mus musculus OX=10090 GN=Plec"
Q9QXS1-8,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,"Isoform PLEC-0,1C,2A,3A of Plectin OS=Mus musculus OX=10090 GN=Plec"
Q9QXS1-7,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,"Isoform PLEC-0,1C,2A of Plectin OS=Mus musculus OX=10090 GN=Plec"
Q9QXS1-6,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,"Isoform PLEC-0,1C of Plectin OS=Mus musculus OX=10090 GN=Plec"
Q9QXS1-5,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1B of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-4,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,"Isoform PLEC-1B,2A of Plectin OS=Mus musculus OX=10090 GN=Plec"
Q9QXS1-3,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1A of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-2,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1 of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-16,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1I of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-15,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1H of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-14,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1G of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-13,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1F of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-12,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,Isoform PLEC-1E of Plectin OS=Mus musculus OX=10090 GN=Plec
Q9QXS1-11,6,6,13629.5,17482.83,12387.17,28115.67,38704.67,18801.5,17987.83,20808.33,15028.83,38184.17,16792.5,24792.5,19715.5,24799,22660.67,22209.67,16612.17,21507.5,21004.17,20920.17,29408.17,22298,23226.5,24830.5,20506.17,25280.5,19107.83,19893.33,28953.83,23039.33,14421.5,23026.33,"Isoform PLEC-1E,2A of Plectin OS=Mus musculus OX=10090 GN=Plec"
Reverse_sp|Q5F226|FAT2_MOUSE,1,1,3753,4944,3647,8808,8323,1588,6611,6316,4855,7406,6549,7815,3729,9492,12697,8621,4574,6082,6184,6553,6324,1883,8536,7537,6624,4903,7452,6270,5476,8818,8080,8938,Protocadherin Fat 2 OS=Mus musculus OX=10090 GN=Fat2 PE=1 SV=1
Q9QZZ4-2,1,1,987,938,423,696,990,990,535,0,0,353,0,290,0,0,598,384,1203,1153,717,517,752,1174,690,NA,NA,233,NA,232,NA,NA,380,398,Isoform 2 of Unconventional myosin-XV OS=Mus musculus OX=10090 GN=Myo15a
Q9QZZ4,1,1,987,938,423,696,990,990,535,0,0,353,0,290,0,0,598,384,1203,1153,717,517,752,1174,690,NA,NA,233,NA,232,NA,NA,380,398,Unconventional myosin-XV OS=Mus musculus OX=10090 GN=Myo15a PE=1 SV=2
Reverse_sp|Q5H8C4-2|VP13A_MOUSE,1,1,0,0,0,0,586,0,470,0,0,490,374,535,0,591,0,0,NA,NA,NA,NA,445,NA,606,NA,NA,324,425,429,NA,549,NA,NA,Isoform 2 of Intermembrane lipid transfer protein VPS13A OS=Mus musculus OX=10090 GN=Vps13a
Reverse_tr|A0A494B9C3|A0A494B9C3_MOUSE,1,1,0,0,0,0,586,0,470,0,0,490,374,535,0,591,0,0,NA,NA,NA,NA,445,NA,606,NA,NA,324,425,429,NA,549,NA,NA,Vacuolar protein sorting 13A (Fragment) OS=Mus musculus OX=10090 GN=Vps13a PE=1 SV=1
Reverse_tr|A0A286YCC3|A0A286YCC3_MOUSE,1,1,0,0,0,0,586,0,470,0,0,490,374,535,0,591,0,0,NA,NA,NA,NA,445,NA,606,NA,NA,324,425,429,NA,549,NA,NA,Vacuolar protein sorting 13A (Fragment) OS=Mus musculus OX=10090 GN=Vps13a PE=1 SV=1
Reverse_sp|Q5H8C4|VP13A_MOUSE,1,1,0,0,0,0,586,0,470,0,0,490,374,535,0,591,0,0,NA,NA,NA,NA,445,NA,606,NA,NA,324,425,429,NA,549,NA,NA,Intermembrane lipid transfer protein VPS13A OS=Mus musculus OX=10090 GN=Vps13a PE=1 SV=1
Reverse_sp|Q52KR3-6|PRUN2_MOUSE,3,3,230.33,646.67,263.33,738.67,1112.33,509.67,626.67,598,619.67,595.67,819.33,901,509.67,1046.67,1212.33,739.33,280.67,795.33,446.33,549.33,845,604.33,808.33,713.33,845.33,394.33,932,722.67,748.33,972.33,771.33,766.33,Isoform 6 of Protein prune homolog 2 OS=Mus musculus OX=10090 GN=Prune2
Reverse_sp|Q52KR3|PRUN2_MOUSE,3,3,230.33,646.67,263.33,738.67,1112.33,509.67,626.67,598,619.67,595.67,819.33,901,509.67,1046.67,1212.33,739.33,280.67,795.33,446.33,549.33,845,604.33,808.33,713.33,845.33,394.33,932,722.67,748.33,972.33,771.33,766.33,Protein prune homolog 2 OS=Mus musculus OX=10090 GN=Prune2 PE=1 SV=2
Reverse_sp|Q9JKK8|ATR_MOUSE,1,1,3512,3973,1966,5620,4656,3425,5458,3730,2538,6194,4454,3931,3916,6105,5703,5445,4280,4887,3333,4181,3537,4062,7047,4451,3463,4100,5068,3154,5751,5671,3629,5645,Serine/threonine-protein kinase ATR OS=Mus musculus OX=10090 GN=Atr PE=1 SV=2
Reverse_tr|E9QPK4|E9QPK4_MOUSE,1,1,3512,3973,1966,5620,4656,3425,5458,3730,2538,6194,4454,3931,3916,6105,5703,5445,4280,4887,3333,4181,3537,4062,7047,4451,3463,4100,5068,3154,5751,5671,3629,5645,Serine/threonine-protein kinase ATR OS=Mus musculus OX=10090 GN=Atr PE=1 SV=2
Reverse_tr|A0A1L1SSL9|A0A1L1SSL9_MOUSE,1,1,3512,3973,1966,5620,4656,3425,5458,3730,2538,6194,4454,3931,3916,6105,5703,5445,4280,4887,3333,4181,3537,4062,7047,4451,3463,4100,5068,3154,5751,5671,3629,5645,Serine/threonine-protein kinase ATR OS=Mus musculus OX=10090 GN=Atr PE=1 SV=1
Reverse_tr|E9PX29|E9PX29_MOUSE,1,1,364,403,482,735,1478,455,825,546,477,765,742,982,908,1406,624,1050,443,495,817,546,1123,539,1065,651,650,506,844,787,1333,1306,397,1088,Spectrin beta chain OS=Mus musculus OX=10090 GN=Sptbn4 PE=1 SV=1
Reverse_tr|E9PZC2|E9PZC2_MOUSE,1,1,364,403,482,735,1478,455,825,546,477,765,742,982,908,1406,624,1050,443,495,817,546,1123,539,1065,651,650,506,844,787,1333,1306,397,1088,"Spectrin beta, non-erythrocytic 4 OS=Mus musculus OX=10090 GN=Sptbn4 PE=1 SV=1"
E9Q5F9-2,1,1,0,0,0,509,0,322,286,329,0,269,501,0,285,0,330,0,NA,NA,NA,378,NA,381,369,392,NA,178,570,NA,418,NA,210,NA,Isoform 2 of Histone-lysine N-methyltransferase SETD2 OS=Mus musculus OX=10090 GN=Setd2
A0ABA7IW53,1,1,0,0,0,509,0,322,286,329,0,269,501,0,285,0,330,0,NA,NA,NA,378,NA,381,369,392,NA,178,570,NA,418,NA,210,NA,SET domain containing 2 OS=Mus musculus OX=10090 GN=Setd2 PE=4 SV=1
A0A0G2JH06,1,1,0,0,0,509,0,322,286,329,0,269,501,0,285,0,330,0,NA,NA,NA,378,NA,381,369,392,NA,178,570,NA,418,NA,210,NA,SET domain containing 2 (Fragment) OS=Mus musculus OX=10090 GN=Setd2 PE=1 SV=1
E9Q5F9,1,1,0,0,0,509,0,322,286,329,0,269,501,0,285,0,330,0,NA,NA,NA,378,NA,381,369,392,NA,178,570,NA,418,NA,210,NA,Histone-lysine N-methyltransferase SETD2 OS=Mus musculus OX=10090 GN=Setd2 PE=1 SV=1
B2RWS6,1,1,1538,1282,3683,5814,6023,1088,6943,3867,932,2315,1354,904,3277,933,1403,1216,1874,1577,6245,4326,4576,1290,8965,4614,1271,1532,1540,725,4812,866,892,1260,Histone acetyltransferase p300 OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=2
A0A087WPR8,1,1,1538,1282,3683,5814,6023,1088,6943,3867,932,2315,1354,904,3277,933,1403,1216,1874,1577,6245,4326,4576,1290,8965,4614,1271,1532,1540,725,4812,866,892,1260,histone acetyltransferase (Fragment) OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=1
Reverse_sp|Q69ZK6|JHD2C_MOUSE,1,1,1141,925,1140,3441,2029,215,1128,3397,1220,1269,1995,1914,2873,2884,3430,1965,1390,1137,1933,2560,1541,254,1456,4053,1664,840,2270,1535,4219,2679,2182,2037,Probable JmjC domain-containing histone demethylation protein 2C OS=Mus musculus OX=10090 GN=Jmjd1c PE=1 SV=3
Reverse_tr|G3UZM1|G3UZM1_MOUSE,1,1,1141,925,1140,3441,2029,215,1128,3397,1220,1269,1995,1914,2873,2884,3430,1965,1390,1137,1933,2560,1541,254,1456,4053,1664,840,2270,1535,4219,2679,2182,2037,Probable JmjC domain-containing histone demethylation protein 2C OS=Mus musculus OX=10090 GN=Jmjd1c PE=1 SV=1
Reverse_tr|A0A0A0MQ98|A0A0A0MQ98_MOUSE,1,1,1141,925,1140,3441,2029,215,1128,3397,1220,1269,1995,1914,2873,2884,3430,1965,1390,1137,1933,2560,1541,254,1456,4053,1664,840,2270,1535,4219,2679,2182,2037,Probable JmjC domain-containing histone demethylation protein 2C OS=Mus musculus OX=10090 GN=Jmjd1c PE=1 SV=1
Reverse_sp|Q9QYC1-2|PCX1_MOUSE,1,1,0,1445,5253,6977,9351,1120,10357,7003,1317,4233,1599,2526,6126,2308,2439,2522,NA,1777,8907,5191,7105,1328,13373,8356,1797,2802,1819,2026,8996,2144,1552,2614,Isoform 2 of Pecanex-like protein 1 OS=Mus musculus OX=10090 GN=Pcnx1
Reverse_tr|A0A1Y7VLV8|A0A1Y7VLV8_MOUSE,1,1,0,1445,5253,6977,9351,1120,10357,7003,1317,4233,1599,2526,6126,2308,2439,2522,NA,1777,8907,5191,7105,1328,13373,8356,1797,2802,1819,2026,8996,2144,1552,2614,Pecanex-like protein (Fragment) OS=Mus musculus OX=10090 GN=Pcnx1 PE=1 SV=1
Reverse_tr|A0A1Y7VKR5|A0A1Y7VKR5_MOUSE,1,1,0,1445,5253,6977,9351,1120,10357,7003,1317,4233,1599,2526,6126,2308,2439,2522,NA,1777,8907,5191,7105,1328,13373,8356,1797,2802,1819,2026,8996,2144,1552,2614,Pecanex-like protein OS=Mus musculus OX=10090 GN=Pcnx1 PE=1 SV=1
Reverse_sp|Q9QYC1|PCX1_MOUSE,1,1,0,1445,5253,6977,9351,1120,10357,7003,1317,4233,1599,2526,6126,2308,2439,2522,NA,1777,8907,5191,7105,1328,13373,8356,1797,2802,1819,2026,8996,2144,1552,2614,Pecanex-like protein 1 OS=Mus musculus OX=10090 GN=Pcnx1 PE=1 SV=3
O35516-2,1,1,306,426,0,0,0,312,432,0,0,360,0,0,0,0,0,0,372,524,NA,NA,NA,370,557,NA,NA,238,NA,NA,NA,NA,NA,NA,Isoform 2 of Neurogenic locus notch homolog protein 2 OS=Mus musculus OX=10090 GN=Notch2
O35516,1,1,306,426,0,0,0,312,432,0,0,360,0,0,0,0,0,0,372,524,NA,NA,NA,370,557,NA,NA,238,NA,NA,NA,NA,NA,NA,Neurogenic locus notch homolog protein 2 OS=Mus musculus OX=10090 GN=Notch2 PE=1 SV=2
E9Q512,1,1,0,981,0,465,1475,4169,1165,852,859,1718,501,311,334,235,0,0,NA,1206,NA,346,1120,4944,1504,1016,1172,1137,570,249,490,218,NA,NA,Thyroid hormone receptor interactor 11 OS=Mus musculus OX=10090 GN=Trip11 PE=1 SV=1
H3BJG4,1,1,0,981,0,465,1475,4169,1165,852,859,1718,501,311,334,235,0,0,NA,1206,NA,346,1120,4944,1504,1016,1172,1137,570,249,490,218,NA,NA,Thyroid hormone receptor interactor 11 (Fragment) OS=Mus musculus OX=10090 GN=Trip11 PE=1 SV=1
Q6P5D8,1,1,0,915,11633,15107,16748,96,17965,12803,408,2761,716,610,11255,458,1655,1265,NA,1125,19725,11240,12725,113,23197,15278,556,1827,814,489,16529,425,1053,1311,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Mus musculus OX=10090 GN=Smchd1 PE=1 SV=2
A2AQP0,1,1,1027,826,849,1998,1525,2510,994,1311,2054,935,1130,677,518,1183,1401,807,1251,1016,1439,1486,1158,2976,1283,1564,2802,619,1285,543,760,1099,891,836,Myosin-7B OS=Mus musculus OX=10090 GN=Myh7b PE=3 SV=1
M0QWL0,1,1,1027,826,849,1998,1525,2510,994,1311,2054,935,1130,677,518,1183,1401,807,1251,1016,1439,1486,1158,2976,1283,1564,2802,619,1285,543,760,1099,891,836,"Myosin, heavy polypeptide 13, skeletal muscle (Fragment) OS=Mus musculus OX=10090 GN=Myh13 PE=1 SV=1"
B1AR69,1,1,1027,826,849,1998,1525,2510,994,1311,2054,935,1130,677,518,1183,1401,807,1251,1016,1439,1486,1158,2976,1283,1564,2802,619,1285,543,760,1099,891,836,"Myosin, heavy polypeptide 13, skeletal muscle OS=Mus musculus OX=10090 GN=Myh13 PE=1 SV=1"
P13541,1,1,1027,826,849,1998,1525,2510,994,1311,2054,935,1130,677,518,1183,1401,807,1251,1016,1439,1486,1158,2976,1283,1564,2802,619,1285,543,760,1099,891,836,Myosin-3 OS=Mus musculus OX=10090 GN=Myh3 PE=2 SV=2
